epoch,gen_loss,disc_loss,adv_loss,l1_loss,tv_loss,val_gen_loss,epoch_time,gpu_memory,configuration
14,21.797508310317994,0.542080356657505,1.2789861686229707,0.20509437790513038,0.090843017578125,22.385012084960938,86.35089468955994,2.2755298614501953,regularized
15,21.45815568161011,0.548082694798708,1.2390846741199493,0.20209900715947152,0.091701904296875,20.867871643066405,86.28744173049927,2.2755298614501953,regularized
16,21.04917483520508,0.5541209351122379,1.2263172236084938,0.19813530939817428,0.0932672119140625,20.98557650756836,86.3373646736145,2.2755298614501953,regularized
17,20.753364980697633,0.5495670568943024,1.2462685096859931,0.19497841116786002,0.09255419921875,22.171384033203125,86.51442360877991,2.2755298614501953,regularized
18,20.37446208000183,0.5485168879926204,1.2389857021570205,0.19126175111532212,0.09301318359375,23.436316345214845,86.34966349601746,2.2755298614501953,regularized
19,19.942432025909422,0.5491230162978172,1.2314216099977493,0.18701729038357734,0.0928131103515625,22.354708282470703,86.34824132919312,2.2755298614501953,regularized
20,19.739759004592894,0.5464669299721718,1.2285928015708922,0.18501805889606476,0.0936029052734375,22.33119111633301,86.37068176269531,2.2755298614501953,regularized
21,19.45885185623169,0.5504184591770173,1.2471408087611198,0.18202329304814338,0.093818115234375,21.277718658447267,86.59297680854797,2.2755298614501953,regularized
22,19.213249183654785,0.5435637416541577,1.2352402532100677,0.1796863438487053,0.093745361328125,23.62185740661621,86.4478931427002,2.2755298614501953,regularized
23,18.94999258041382,0.5411349942088127,1.2799948120713234,0.17660560235381126,0.09437451171875,20.154682052612305,86.44373798370361,2.2755298614501953,regularized
24,18.756325325012206,0.529061439037323,1.3080540686845779,0.17438811811804772,0.094593505859375,23.79985220336914,86.59194850921631,2.2755298614501953,regularized
25,18.59907493972778,0.5302094633281231,1.3113835847377777,0.17278158673644065,0.09532666015625,22.516781829833985,86.4529767036438,2.2755298614501953,regularized
26,18.40698069000244,0.5354990972876549,1.307573264658451,0.17089830465614797,0.095767333984375,24.753243118286132,86.3118166923523,2.2755298614501953,regularized
27,18.099816020965577,0.5353318622410297,1.2927480530142783,0.16797550113499166,0.0951773681640625,21.385226974487306,86.42115139961243,2.2755298614501953,regularized
28,17.9433510055542,0.5294262000918388,1.2905065653920174,0.16643267446756363,0.09577099609375,21.838358947753907,86.37913584709167,2.2755298614501953,regularized
29,17.689134691238404,0.5334960957169532,1.2947761101126671,0.16384767119586469,0.095914306640625,23.27203581237793,86.28871846199036,2.2755298614501953,regularized
30,17.622861421585082,0.5300685234069824,1.2865186486244202,0.16326705181598664,0.09637646484375,20.553831069946288,86.46658205986023,2.2755298614501953,regularized
31,17.339163007736207,0.5314517718553543,1.2863588162064552,0.1604325941503048,0.0954476318359375,19.595804862976074,86.30963921546936,2.2755298614501953,regularized
32,17.244802471160888,0.5280828207433224,1.274733402311802,0.15960462211072446,0.0960692138671875,22.61306088256836,86.35744762420654,2.2755298614501953,regularized
33,16.96363051223755,0.5393162721991539,1.2867200434803963,0.15667297993600368,0.096124755859375,25.776566009521485,86.36764025688171,2.2755298614501953,regularized
34,16.865526504516602,0.5326782590448856,1.2843571480512619,0.15571550218760968,0.0961907958984375,22.529152099609377,86.25427842140198,2.2755298614501953,regularized
35,16.68602283477783,0.5305127847194672,1.2852930973172187,0.15391056063771247,0.0967366943359375,23.29126658630371,86.26384663581848,2.2755298614501953,regularized
36,16.547615028381347,0.5299674705266952,1.2966255967020988,0.15241392424702643,0.0959674072265625,21.722369049072267,86.39128684997559,2.2755298614501953,regularized
37,16.48174250411987,0.5330200709104538,1.3126351870596409,0.15159488847851754,0.0961849365234375,21.71741873931885,86.18473219871521,2.2755298614501953,regularized
38,16.317801315307616,0.5208061194419861,1.317120704114437,0.149910246104002,0.096558837890625,20.815640365600586,86.15685677528381,2.2755298614501953,regularized
39,16.19536288070679,0.5181753745079041,1.341837165057659,0.148438546448946,0.09671142578125,21.982406661987305,86.36850929260254,2.2755298614501953,regularized
40,16.129391986846922,0.5101767174303532,1.3641946201324462,0.14755503351986407,0.0969422607421875,22.433963989257812,86.47141003608704,2.2755298614501953,regularized
41,16.088108707427978,0.5028243387937545,1.3783508710861205,0.1470000288784504,0.09754833984375,21.401197860717772,86.72077918052673,2.2755298614501953,regularized
42,16.12608162689209,0.4978703480362892,1.4176412150263786,0.1469864495098591,0.097954345703125,23.178589797973633,86.23537588119507,2.2755298614501953,regularized
43,15.852653373718262,0.49296190282702446,1.43303745251894,0.1440978875309229,0.09827294921875,20.46157391357422,86.50055384635925,2.2755298614501953,regularized
44,15.868278205871581,0.49113013690710067,1.4566526357531548,0.14401846313476563,0.0977923583984375,21.425966453552245,86.40806531906128,2.2755298614501953,regularized
45,15.69251188659668,0.4904629163444042,1.4690900687575341,0.14213617672026158,0.09804052734375,23.20418014526367,86.59160709381104,2.2755298614501953,regularized
46,15.659748874664306,0.47164291429519656,1.5144188044071198,0.1413552632778883,0.0980389404296875,23.168916793823243,86.19938945770264,2.2755298614501953,regularized
47,15.677813596725464,0.472144033908844,1.5384653493762017,0.14129508097469806,0.0984017333984375,22.053826766967774,87.11397743225098,2.2755298614501953,regularized
48,15.694852046966552,0.46706710633635523,1.5588521813452243,0.14126134450733663,0.098656494140625,21.335734008789064,87.56304788589478,2.2755298614501953,regularized
49,15.628816492080688,0.46328635877370833,1.577417180120945,0.14041553115844727,0.098464599609375,23.362715118408204,87.44069957733154,2.2755298614501953,regularized
50,15.529313203811645,0.45312571412324903,1.6231458783447743,0.13896280677616596,0.098865478515625,23.335953125,88.62093257904053,2.2755298614501953,regularized
51,15.392274253845216,0.45016769677400587,1.6439955216050148,0.13738358557224273,0.0992027587890625,21.819796585083008,90.42842960357666,2.2755298614501953,regularized
52,15.332198978424072,0.45164490562677384,1.656919343829155,0.13665350377559662,0.09929248046875,21.180465614318848,86.96809339523315,2.2755298614501953,regularized
53,15.43260422706604,0.450708446085453,1.6789297822117806,0.13743757043778895,0.0991749267578125,20.852643569946288,86.38910818099976,2.2755298614501953,regularized
54,15.22551438331604,0.5088146895766258,1.6173764036297797,0.1359837071597576,0.0976729736328125,24.53762661743164,86.94667744636536,2.2755298614501953,regularized
55,15.332484477996827,0.4422909255921841,1.6988547651171684,0.13623686809837818,0.099428955078125,23.076640670776367,87.1847231388092,2.2755298614501953,regularized
56,15.23167214012146,0.43393426257371903,1.7184051976799966,0.1350330755263567,0.09959375,20.854470680236815,86.5961844921112,2.2755298614501953,regularized
57,15.261249509811401,0.43049141788482664,1.7521129598245024,0.1349914381802082,0.099927734375,22.968174377441407,86.60298609733582,2.2755298614501953,regularized
58,15.231636644363403,0.4198545401096344,1.791356467783451,0.13430313369631766,0.0996685791015625,21.59982211303711,86.85391116142273,2.2755298614501953,regularized
59,15.217333751678467,0.4092657047510147,1.836374621987343,0.13371008431911469,0.099505615234375,24.250481719970704,86.76212763786316,2.2755298614501953,regularized
60,15.114357065200805,0.4250070729255676,1.8408120889961719,0.1326354351788759,0.1000140380859375,22.739098876953125,86.60421371459961,2.2755298614501953,regularized
